,UNKNOWN,AAK1,ABL1-nonphosphorylated,ABL1-phosphorylated,ABL2,ACVR1,ACVR1B,ACVR2A,ACVR2B,ACVRL1,ADCK3,ADCK4,AKT1,AKT2,AKT3,ALK,AMPK-alpha1,AMPK-alpha2,ANKK1,ARK5,ASK1,ASK2,AURKA,AURKB,AURKC,AXL,BIKE,BLK,BMPR1A,BMPR1B,BMPR2,BMX,BRAF,BRK,BRSK1,BRSK2,BTK,CAMK1,CAMK1D,CAMK1G,CAMK2A,CAMK2B,CAMK2D,CAMK2G,CAMK4,CAMKK1,CAMKK2,CASK,CDC2L1,CDC2L2,CDC2L5,CDK11,CDK2,CDK3,CDK4-cyclinD1,CDK4-cyclinD3,CDK5,CDK7,CDK8,CDK9,CDKL1,CDKL2,CDKL3,CDKL5,CHEK1,CHEK2,CIT,CLK1,CLK2,CLK3,CLK4,CSF1R,CSK,CSNK1A1,CSNK1A1L,CSNK1D,CSNK1E,CSNK1G1,CSNK1G2,CSNK1G3,CSNK2A1,CSNK2A2,CTK,DAPK1,DAPK2,DAPK3,DCAMKL1,DCAMKL2,DCAMKL3,DDR1,DDR2,DLK,DMPK,DMPK2,DRAK1,DRAK2,DYRK1A,DYRK1B,DYRK2,EGFR,EIF2AK1,EPHA1,EPHA2,EPHA3,EPHA4,EPHA5,EPHA6,EPHA7,EPHA8,EPHB1,EPHB2,EPHB3,EPHB4,EPHB6,ERBB2,ERBB3,ERBB4,ERK1,ERK2,ERK3,ERK4,ERK5,ERK8,ERN1,FAK,FER,FES,FGFR1,FGFR2,FGFR3,FGFR4,FGR,FLT1,FLT3,FLT4,FRK,FYN,GAK,"GCN2(Kin.Dom.2,S808G)",GRK1,GRK4,GRK7,GSK3A,GSK3B,HCK,HIPK1,HIPK2,HIPK3,HIPK4,HPK1,HUNK,ICK,IGF1R,IKK-alpha,IKK-beta,IKK-epsilon,INSR,INSRR,IRAK1,IRAK3,IRAK4,ITK,JAK1(JH1domain-catalytic),JAK1(JH2domain-pseudokinase),JAK2(JH1domain-catalytic),JAK3(JH1domain-catalytic),JNK1,JNK2,JNK3,KIT,LATS1,LATS2,LCK,LIMK1,LIMK2,LKB1,LOK,LRRK2,LTK,LYN,LZK,MAK,MAP3K1,MAP3K15,MAP3K2,MAP3K3,MAP3K4,MAP4K2,MAP4K3,MAP4K4,MAP4K5,MAPKAPK2,MAPKAPK5,MARK1,MARK2,MARK3,MARK4,MAST1,MEK1,MEK2,MEK3,MEK4,MEK5,MEK6,MELK,MERTK,MET,MINK,MKK7,MKNK1,MKNK2,MLCK,MLK1,MLK2,MLK3,MRCKA,MRCKB,MST1,MST1R,MST2,MST3,MST4,MTOR,MUSK,MYLK,MYLK2,MYLK4,MYO3A,MYO3B,NDR1,NDR2,NEK1,NEK11,NEK2,NEK3,NEK4,NEK5,NEK6,NEK7,NEK9,NIM1,NLK,OSR1,p38-alpha,p38-beta,p38-delta,p38-gamma,PAK1,PAK2,PAK3,PAK4,PAK6,PAK7,PCTK1,PCTK2,PCTK3,PDGFRA,PDGFRB,PDPK1,PFCDPK1(P.falciparum),PFPK5(P.falciparum),PFTAIRE2,PFTK1,PHKG1,PHKG2,PIK3C2B,PIK3C2G,PIK3CA,PIK3CB,PIK3CD,PIK3CG,PIK4CB,PIM1,PIM2,PIM3,PIP5K1A,PIP5K1C,PIP5K2B,PIP5K2C,PKAC-alpha,PKAC-beta,PKMYT1,PKN1,PKN2,PKNB(M.tuberculosis),PLK1,PLK2,PLK3,PLK4,PRKCD,PRKCE,PRKCH,PRKCI,PRKCQ,PRKD1,PRKD2,PRKD3,PRKG1,PRKG2,PRKR,PRKX,PRP4,PYK2,QSK,RAF1,RET,RIOK1,RIOK2,RIOK3,RIPK1,RIPK2,RIPK4,RIPK5,ROCK1,ROCK2,ROS1,RPS6KA4(Kin.Dom.1-N-terminal),RPS6KA4(Kin.Dom.2-C-terminal),RPS6KA5(Kin.Dom.1-N-terminal),RPS6KA5(Kin.Dom.2-C-terminal),RSK1(Kin.Dom.1-N-terminal),RSK1(Kin.Dom.2-C-terminal),RSK2(Kin.Dom.1-N-terminal),RSK3(Kin.Dom.1-N-terminal),RSK3(Kin.Dom.2-C-terminal),RSK4(Kin.Dom.1-N-terminal),RSK4(Kin.Dom.2-C-terminal),S6K1,SBK1,SgK110,SGK3,SIK,SIK2,SLK,SNARK,SNRK,SRC,SRMS,SRPK1,SRPK2,SRPK3,STK16,STK33,STK35,STK36,STK39,SYK,TAK1,TAOK1,TAOK2,TAOK3,TBK1,TEC,TESK1,TGFBR1,TGFBR2,TIE1,TIE2,TLK1,TLK2,TNIK,TNK1,TNK2,TNNI3K,TRKA,TRKB,TRKC,TRPM6,TSSK1B,TTK,TXK,TYK2(JH1domain-catalytic),TYK2(JH2domain-pseudokinase),TYRO3,ULK1,ULK2,ULK3,VEGFR2,VRK2,WEE1,WEE2,YANK1,YANK2,YANK3,YES,YSK1,YSK4,ZAK,ZAP70
KW-2449,48.26086957,91.24,88.81,86.96,66.67,78.13,0,60.98,57.47,0,0,0,0,0,0,43.1,53.76,53.19,85.91,0,0,0,43.48,85.03,89.45,73.53,98.12,12.5,20.83,80.65,57.47,20.83,0,0,20.83,29.41,33.33,26.32,48.54,19.23,11.11,0,0,0,0,70.42,51.55,0,0,0,0,0,0,0,37.88,40.65,0,72.46,0,0,0,26.32,0,0,41.32,84.03,43.48,88.65,84.32,7.46,91.07,80.65,10.2,29.41,0,17.86,44.25,29.41,46.3,29.41,29.41,68.49,14.29,58.14,21.74,61.73,20,0,85.32,13.51,19.23,88.18,11.63,19.23,99.42,99.05,73.53,34.72,56.18,0,0,76.92,25,38.17,0,0,25,56.18,0,16.67,0,0,14.71,79.37,0,0,0,0,0,8.33,0,15.63,31.25,12.5,19.23,31.25,40,57.47,37.04,29.41,17.86,53.19,87.26,97.09,27.78,19.23,43.1,65.79,60.24,0,87.57,9.09,0,0,10.42,53.76,62.5,46.3,33.33,88.81,52.08,18.52,35.21,73.53,53.76,59.52,55.56,54.35,91.24,67.57,42.37,67.57,29.41,72.46,86.81,92.76,46.3,68.49,90.74,90.42,9.09,25,29.41,0,0,67.57,97.47,58.82,35.21,13.89,50,0,0,0,87.41,80.65,23.81,97.85,76.92,93.81,65.79,0,29.41,61.73,53.19,27.78,70.42,0,48.54,37.04,76.92,66.67,80.65,37.88,70.42,40,74.63,95.24,0,0,29.41,99.15,43.48,25,68.49,0,0,47.17,38.17,0,31.25,31.25,0,71.43,40.32,90.58,74.63,40.32,7.69,56.18,31.25,13.89,0,8.62,33.33,31.25,17.86,80.65,70.42,49.02,31.25,0,22.73,0,26.32,0,0,19.23,15.63,52.08,25,27.78,56.18,37.59,20.83,0,79.37,94.34,43.48,17.24,0,16.13,36.5,70.42,78.13,0,0,0,0,0,0,0,0,0,0,90.74,0,84.18,0,0,0,0,46.3,36.23,67.57,0,0,0,95.97,0,0,0,0,0,29.41,25,39.06,16.67,38.46,12.2,29.41,64.94,39.68,17.86,0,76.92,91.41,9.09,89.13,88.65,11.9,79.37,43.1,62.5,66.67,0,18.52,31.25,0,20.83,12.82,0,64.1,44.64,6.25,53.19,0,61.73,46.3,68.49,83.89,42.74,47.17,97.47,90.25,0,15.15,15.63,90.09,97.09,71.43,94.52,78.13,44.25,0,35.97,42.74,93.28,21.74,0,33.33,79.37,0,0,0,0,62.5,31.25,15.63,21.74,94.7,46.3,23.81,0,64.94,78.13,66.67,0,17.86,81.97,46.3,75.76,49.02,0,90.42,79.37,80.65,80.65,0,15.15,9.62,10.2,0,0,96.53,10.42,98.97,46.3,34.72
Lapatinib,25.2173913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.62,8.33,90.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.25,0,0,0,0,0,10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.74,6.25,0,0,0,0,34.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Linifanib (ABT-869),26.08695652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.81,0,0,0,0,0,0,23.81,56.18,87.57,59.52,0,0,0,41.32,6.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.78,29.41,92.94,87.11,0,0,0,0,0,14.71,84.03,14.29,0,0,0,0,0,0,0,5.32,0,0,23.81,99.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.61,11.63,0,0,5.68,0,0,0,0,0,0,0,0,0,12.5,0,25,60.24,81.97,0,36.23,26.32,26.32,26.32,93.81,0,0,0,0,0,0,0,0,15.15,0,0,0,0,0,0,0,0,0,98.52,99.87,96.9,55.56,0,17.86,0,0,0,0,0,0,0,0,0,17.86,91.58,37.59,0,0,0,0,0,0,0,11.36,0,0,0,0,0,0,0,0,0,67.57,10.42,99.6,19.23,22.73,0,0,9.62,0,52.08,0,47.62,0,0,0,0,0,0,0,0,0,13.51,0,35.46,0,0,0,0,0,0,0,0,0,0,0,29.41,0,0,36.5,27.78,0,0,9.26,64.94,0,0,0,0,0,0,26.32,6.17,25,0,5.68,0,98.04,0,15.15,0,0,13.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.47,0,20,0,0,0,0,0,0,15.15,0,0,99.17,99.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.76,0,0,0,0,0,0,0,5.56,17.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.33,0,0,0,15.15,0,0,0,0,44.25,0,6.49,0,29.41,0,0,0,0,0,0,0,0,15.15,0,0,20.83,0,0,52.63,0,0,0,0,0,0,0,0,11.63,0,0,0,0,0,60.98,0,65.79,0,0,0,0,0,81.97,52.63,0,0,15.15,0,0,0,13.89,31.25,70.42,0,0,0,0,0,0,0,0,0,0,98.41,0,0,0,43.86,64.94,0,0,0,66.67,0,0
LY-333531,28.69565217,35.71,0,0,0,0,0,0,0,0,0,0,0,5.43,26.32,0,0,0,0,21.74,0,0,0,0,0,0,53.76,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,9.8,6.02,0,9.09,17.24,0,0,0,0,0,0,0,64.1,64.1,0,22.73,0,0,0,0,0,10.87,48.08,11.9,26.32,35.46,54.35,0,20.83,0,0,0,0,0,0,0,0,0,0,6.94,0,34.01,0,5.88,0,0,0,0,0,0,64.1,0,0,0,66.67,8.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.03,0,0,0,0,0,0,0,0,0,0,20.83,0,0,0,31.25,0,38.46,45.87,61.73,0,16.13,0,68.49,78.13,86.66,0,16.13,0,67.57,0,0,0,0,0,0,0,0,0,0,0,0,0,29.41,0,0,0,0,16.13,43.86,0,0,0,7.81,64.1,0,0,0,0,0,0,0,41.32,74.63,0,63.29,5.62,0,0,0,0,0,0,0,0,0,0,0,0,34.97,31.25,11.36,0,0,0,61.73,0,6.58,0,0,26.32,0,0,0,0,0,0,34.25,0,0,0,0,63.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.13,0,0,0,0,41.67,0,0,0,0,11.9,0,0,0,0,0,0,0,0,64.94,22.73,97.66,42.02,49.5,37.59,0,8.47,13.51,0,58.82,25,0,0,0,0,9.62,99.29,97.85,21.74,26.32,99.5,0,35.97,0,0,13.89,0,0,23.81,0,0,0,0,38.17,0,43.48,0,0,0,0,0,0,7.94,7.58,0,27.78,0,55.56,0,12.2,64.1,0,17.86,0,70.42,0,0,26.32,0,0,55.56,60.98,0,0,0,29.41,31.25,23.81,0,16.13,0,0,0,0,0,21.74,11.36,83.75,34.01,0,0,0,0,0,0,19.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.24,0,0
Masitinib (AB-1010),5.652173913,0,99.58,90.09,81.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.29,95.06,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,21.74,0,0,0,0,0,29.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.86,0,0,0,85.18,78.13,0,0,0,0,0,0,0,42.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.41,0,0,94.16,0,0,0,0,0,0,89.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.24,98.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.78,0,40.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.73,0,0,39.37,0
MLN-120B,34.34782609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.86,17.86,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,96.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLN8054,20.43478261,0,31.25,35.97,13.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.72,92.08,95.06,53.19,0,88.03,0,0,0,13.89,0,0,0,0,10.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.51,17.86,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,5.21,0,0,0,0,10.64,0,0,0,0,72.46,98.41,0,0,0,0,0,21.74,57.47,19.23,54.35,26.32,46.3,33.33,0,60.24,0,12.5,47.17,0,0,0,0,0,0,0,0,0,0,0,0,10.2,0,17.24,22.73,29.41,0,69.44,33.33,0,13.89,0,27.78,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.32,0,0,0,0,0,0,0,0,0,0,0,0,45.87,0,0,0,11.9,0,0,26.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.95,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,13.89,0,0,0,0,9.43,0,0,0,0,0,0,0,0,0,0,22.73,0,0,0,0,38.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.65,0,0,0,23.81,62.5,0,0,0,17.24,0,0,0,0,0,0,0,0,0,0,0,13.89,0,0,0,0,0,0,0,0,0,0,65.79,0,0,0,0
Motesanib Diphosphate (AMG-706),-10.86956522,0,42.37,6.94,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.83,0,0,18.52,0,0,0,0,44.25,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5,0,0,0,0,98.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.79,0,0,0,0,0,0,0,0,0,27.78,0,0,0,0,0,0,50.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.46,0,0,6.85,6.76,97.66,87.57,98.1,83.47,15.15,0,10.2,0,0,0,0,0,5.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.77,0,0,0,0,0,0,99.27,0,0,58.14,0,0,0,31.25,0,0,75.76,0,0,0,0,6.76,19.23,0,0,0,7.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.04,98.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.23,97.28,0,0,0,0,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.78,0,0,0,0,0,0,0,0,0,8.47,0,0,0,27.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.44,0,0,0,0,0,0,0,0,0,0,0,0,0,95.06,0,0,0,0,0,0,9.09,0,71.43,98.43,0
Neratinib (HKI-272),-153.0434783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,72.46,0,85.47,0,0,0,0,0,0,0,0,75.76,0,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.93,0,0,0,0,0,0,8.06,37.04,0,0,0,0,0,42.74,47.62,0,0,0,63.29,0,7.04,6.02,0,0,0,0,0,0,0,0,0,0,0,57.47,0,0,59.52,31.25,0,0,0,99.78,0,0,0,0,0,0,0,0,0,0,0,0,0,15.15,98.81,98.48,99.52,0,0,0,0,0,0,0,20.83,49.5,45.87,0,0,0,0,20.83,0,8.47,0,0,7.25,66.67,83.89,0,0,0,0,0,50.51,0,0,0,25,84.32,0,0,0,0,0,0,14.29,9.8,17.86,0,0,0,0,0,0,20,13.16,0,16.67,0,0,0,80.65,0,0,0,97.47,0,0,37.88,40.32,0,0,0,52.63,79.37,92.76,69.44,98.48,60.24,99.87,0,0,0,0,0,0,8.33,97.28,95.06,0,0,88.81,0,23.81,55.56,11.11,94.52,48.54,0,0,0,8.47,9.8,7.94,0,0,64.94,5.62,89.61,98.72,98.54,0,0,0,0,0,0,0,0,0,0,0,66.67,17.24,0,0,0,0,0,0,0,0,0,0,0,0,70.42,86.36,0,0,6.25,0,17.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.88,31.25,17.24,0,0,0,0,0,5.88,0,0,0,0,0,0,0,0,0,7.25,0,0,0,0,0,0,0,6.33,0,0,10.87,0,0,0,0,0,0,0,69.44,13.16,88.34,78.13,0,10.87,0,0,0,0,0,34.72,10,8.62,0,8.93,0,0,0,10.64,0,0,0,0,0,56.18,14.29,0,0,78.13,0,42.37,0,0,0,0,0,0,0,9.43,0,0,0,0,0,0,0,0,10.87,27.78,0,7.25,0,67.57,97.66,96.9,25,0
Nilotinib,-0.434782609,0,98.04,97.47,95.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,22.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.23,0,0,6.58,91.74,17.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.78,93.81,0,0,0,0,0,0,0,0,0,0,45.87,68.49,81.97,60.24,20.83,43.86,0,93.11,27.78,43.86,33.33,40.65,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.98,0,0,0,85.32,23.81,0,0,0,0,0,0,0,56.18,0,0,0,0,35.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.63,7.94,20,94.52,0,0,91.41,0,0,0,6.85,0,0,83.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.46,0,0,0,0,0,0,0,0,0,0,0,0,0,35.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.08,93.28,0,0,0,0,0,0,0,0,0,0,0,73.53,87.26,0,38.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.36,36.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.83,0,0,0,0,0,0,0,0,0,0,0,9.62,0,22.73,0,0,0,0,0,33.33,33.33,0,0,0,0,0,58.14,0,50.51,45.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.25,0,0,97.85,0
Nintedanib (BIBF 1120),-13.47826087,88.81,68.49,88.65,20,45.45,9.26,0,0,10.64,0,0,0,0,0,94.16,85.18,85.62,0,75.76,0,0,0,54.35,72.46,97.66,99.56,56.82,0,0,89.93,0,0,0,0,0,61.73,7.81,18.52,65.79,12.2,0,0,0,11.9,44.25,35.21,0,0,0,0,0,26.32,0,75.76,40.98,0,62.5,0,0,0,27.78,0,0,63.29,0,0,98.27,39.68,0,96.53,91.24,0,0,0,27.78,68.49,0,0,0,6.25,35.97,0,0,13.51,19.23,48.08,0,39.37,97.66,92.25,78.13,0,0,81.97,42.74,0,23.81,0,0,0,29.41,14.71,5.49,0,0,34.72,0,0,47.62,0,0,31.25,78.13,0,0,0,0,0,0,0,16.67,0,20,70.42,87.26,29.41,84.46,58.82,84.32,21.74,62.5,88.81,99.25,84.03,15.63,44.25,0,20,33.33,96.71,29.41,53.76,85.76,8.62,27.78,38.76,37.04,29.41,93.46,0,22.73,88.97,10,0,74.63,95.42,95.97,80.65,8.62,38.17,70.42,16.67,99.05,97.28,98.39,44.25,0,64.94,98.87,54.35,56.82,98.78,0,0,96.53,85.18,91.58,76.92,34.72,78.13,0,0,26.32,98.15,93.63,0,63.29,63.29,76.92,56.18,0,0,26.32,26.32,39.37,20,9.8,98.04,92.25,19.23,11.9,99.64,0,99.03,98.33,71.43,85.91,0,0,0,81.97,69.44,17.86,41.67,0,0,98.23,0,92.94,81.97,91.07,0,45.87,63.29,11.11,53.19,0,15.63,0,0,0,0,0,0,0,0,0,0,0,0,0,27.78,0,0,0,0,0,13.16,70.42,14.29,0,27.78,95.97,84.32,49.5,96.9,97.09,15.15,29.41,0,0,51.55,78.13,65.79,0,0,0,0,0,0,0,0,0,0,91.07,0,96.71,0,0,0,0,40.32,26.32,99.29,0,0,0,90.42,0,0,0,0,8.33,33.56,40.98,43.86,97.28,0,0,0,98.35,86.06,0,0,94.16,95.6,0,93.28,67.57,0,53.19,0,0,0,11.9,44.64,0,71.43,0,73.53,0,88.5,89.61,0,68.49,0,72.46,81.97,20,33.33,42.74,64.1,90.74,95.97,0,46.3,0,93.11,93.28,97.66,96.53,31.25,38.17,0,49.02,0,99.19,0,0,0,76.92,0,0,10.64,0,18.52,26.32,0,0,90.42,70.42,23.81,0,99.11,96.34,93.98,0,7.58,95.79,36.76,93.11,50,9.26,59.52,56.82,89.29,99.42,0,14.71,0,0,0,0,86.21,0,98.97,0,12.5
